 train       observed       predicted
 y     1.201371E+01     1.180119E+01
 y     1.272159E+01     1.225319E+01
 y     1.177530E+01     1.190253E+01
 y     1.253628E+01     1.269857E+01
 y     1.128979E+01     1.153874E+01
 y     1.381551E+01     1.245167E+01
 y     1.137367E+01     1.160912E+01
 y     1.212812E+01     1.202297E+01
 y     1.211177E+01     1.183089E+01
 y     1.219096E+01     1.207699E+01
 y     1.173608E+01     1.189684E+01
 y     1.086952E+01     1.169382E+01
 y     1.210072E+01     1.180301E+01
 y     1.210072E+01     1.241403E+01
 y     1.211177E+01     1.205354E+01
 y     1.130837E+01     1.140766E+01
 y     1.144037E+01     1.189209E+01
 y     1.230139E+01     1.247306E+01
 y     1.012667E+01     1.070246E+01
 y     1.373863E+01     1.332289E+01
 y     1.169526E+01     1.213542E+01
 y     1.071444E+01     1.124122E+01
 y     1.198294E+01     1.201560E+01
 y     1.091511E+01     1.034068E+01
 y     1.337468E+01     1.274268E+01
 y     1.433132E+01     1.444489E+01
 y     1.227840E+01     1.271555E+01
 y     1.201371E+01     1.220256E+01
 y     1.233711E+01     1.202984E+01
 y     1.302805E+01     1.273517E+01
 y     1.219603E+01     1.218525E+01
 y     1.239835E+01     1.223845E+01
 y     1.238003E+01     1.209430E+01
 y     1.267608E+01     1.280803E+01
 y     1.312217E+01     1.304130E+01
 y     1.166135E+01     1.231593E+01
 y     1.341503E+01     1.316581E+01
 y     1.247991E+01     1.242667E+01
 y     1.272338E+01     1.261852E+01
 y     9.952325E+00     1.075326E+01
 y     1.186359E+01     1.175361E+01
 y     1.177530E+01     1.167225E+01
 y     1.295985E+01     1.262521E+01
 y     1.282800E+01     1.276200E+01
 y     1.251540E+01     1.254576E+01
 y     1.118444E+01     1.147904E+01
 y     1.459024E+01     1.404223E+01
 y     1.222588E+01     1.209934E+01
 y     1.136211E+01     1.148276E+01
 y     1.287902E+01     1.251954E+01
 y     1.135628E+01     1.175316E+01
 y     1.196719E+01     1.222785E+01
 y     1.254255E+01     1.208594E+01
 y     1.203173E+01     1.155051E+01
 y     1.276569E+01     1.242551E+01
 y     1.256025E+01     1.271364E+01
 y     1.239959E+01     1.223996E+01
 y     1.360479E+01     1.343722E+01
 y     1.261573E+01     1.274994E+01
 y     1.312237E+01     1.281613E+01
 y     1.169442E+01     1.092123E+01
 y     9.615872E+00     1.073061E+01
 y     1.131449E+01     1.176662E+01
 y     1.134452E+01     1.103568E+01
 y     1.022198E+01     1.049566E+01
 y     1.198294E+01     1.178660E+01
 y     1.334551E+01     1.332687E+01
 y     1.144037E+01     1.156826E+01
 y     1.193493E+01     1.196244E+01
 y     1.193164E+01     1.182644E+01
 y     1.166994E+01     1.117241E+01
 y     1.325339E+01     1.272539E+01
 y     1.128979E+01     1.161659E+01
 y     1.177530E+01     1.144159E+01
 y     1.114910E+01     1.066388E+01
 y     1.180560E+01     1.155587E+01
 y     1.244951E+01     1.237239E+01
 y     1.167420E+01     1.160729E+01
 y     1.203766E+01     1.209708E+01
 y     1.298310E+01     1.264416E+01
 y     1.298310E+01     1.280096E+01
 y     1.189613E+01     1.223327E+01
 y     1.232386E+01     1.219763E+01
 y     1.292391E+01     1.229420E+01
 y     1.184224E+01     1.220685E+01
 y     1.314217E+01     1.287648E+01
 y     1.256025E+01     1.231994E+01
 y     1.249875E+01     1.281682E+01
 y     1.230139E+01     1.206678E+01
 y     1.258451E+01     1.279262E+01
 y     1.298425E+01     1.281294E+01
 y     1.240082E+01     1.237335E+01
 y     1.234584E+01     1.236811E+01
 y     1.282126E+01     1.262773E+01
 y     1.220107E+01     1.222722E+01
 y     1.302805E+01     1.300418E+01
 y     1.364768E+01     1.218684E+01
 y     1.303353E+01     1.307821E+01
 y     1.230592E+01     1.237051E+01
 y     1.177530E+01     1.201091E+01
 y     1.149782E+01     1.164546E+01
 y     1.066898E+01     1.163960E+01
 y     1.234584E+01     1.193458E+01
 y     1.282531E+01     1.306108E+01
 y     1.266033E+01     1.275011E+01
 y     1.218076E+01     1.231146E+01
 y     1.210072E+01     1.204249E+01
 y     1.220555E+01     1.257356E+01
 y     1.191840E+01     1.156141E+01
 y     1.018207E+01     1.075312E+01
 y     1.165270E+01     1.165579E+01
 y     1.388783E+01     1.296648E+01
 y     1.123190E+01     1.147563E+01
 y     1.184869E+01     1.197621E+01
 y     1.213887E+01     1.207473E+01
 y     1.126448E+01     1.168064E+01
 y     1.225439E+01     1.182841E+01
 y     1.218076E+01     1.257121E+01
 y     1.312436E+01     1.293976E+01
 y     1.238422E+01     1.230828E+01
 y     1.305087E+01     1.306236E+01
 y     1.319933E+01     1.283156E+01
 y     1.122526E+01     1.179861E+01
 y     1.166135E+01     1.165906E+01
 y     1.149273E+01     1.168241E+01
 y     1.165270E+01     1.154990E+01
 y     1.215478E+01     1.241267E+01
 y     1.261154E+01     1.238553E+01
 y     1.291436E+01     1.281795E+01
 y     1.359872E+01     1.350751E+01
 y     1.177530E+01     1.212990E+01
 y     1.086859E+01     1.129525E+01
 y     1.199536E+01     1.225048E+01
 y     1.278689E+01     1.263009E+01
 y     1.256025E+01     1.247836E+01
 y     1.227840E+01     1.220760E+01
 y     1.115626E+01     1.101163E+01
 y     1.301701E+01     1.215695E+01
 y     1.190497E+01     1.179924E+01
 y     1.202576E+01     1.195961E+01
 y     1.213940E+01     1.232165E+01
 y     1.158990E+01     1.151841E+01
 y     1.289922E+01     1.288910E+01
 y     1.216786E+01     1.223322E+01
 y     1.107444E+01     1.079645E+01
 y     1.029218E+01     1.055138E+01
 y     1.293604E+01     1.306232E+01
 y     1.158059E+01     1.136066E+01
 y     1.230139E+01     1.243521E+01
 y     1.146164E+01     1.158587E+01
 y     1.166651E+01     1.184520E+01
 y     1.227840E+01     1.253431E+01
 y     1.251356E+01     1.222056E+01
 y     1.242922E+01     1.235878E+01
 y     1.087807E+01     1.129931E+01
 y     1.356705E+01     1.326688E+01
 y     1.177530E+01     1.150941E+01
 y     1.281584E+01     1.249570E+01
 y     1.248749E+01     1.235513E+01
 y     1.437513E+01     1.412299E+01
 y     1.146164E+01     1.151780E+01
 y     1.297154E+01     1.278705E+01
 y     1.230139E+01     1.195961E+01
 y     1.091511E+01     1.114252E+01
 y     1.240902E+01     1.203302E+01
 y     1.269158E+01     1.260053E+01
 y     1.297154E+01     1.284358E+01
 y     1.166566E+01     1.242821E+01
 y     1.240082E+01     1.249764E+01
 y     1.012667E+01     1.019693E+01
 y     1.030899E+01     1.078539E+01
 y     1.288029E+01     1.271709E+01
 y     1.119823E+01     1.194113E+01
 y     1.252052E+01     1.249133E+01
 y     1.175195E+01     1.174922E+01
 y     1.279664E+01     1.250211E+01
 y     1.131449E+01     1.102160E+01
 y     1.121183E+01     1.168156E+01
 y     1.320854E+01     1.229008E+01
 y     1.288664E+01     1.273172E+01
 y     1.115626E+01     1.129868E+01
 y     1.225487E+01     1.243579E+01
 y     1.286100E+01     1.270578E+01
 y     1.164396E+01     1.163797E+01
 y     1.353447E+01     1.347781E+01
 y     1.020363E+01     1.055536E+01
 y     1.230139E+01     1.222638E+01
 y     1.188450E+01     1.192067E+01
 y     1.210072E+01     1.163156E+01
 y     1.197352E+01     1.225059E+01
 y     1.298310E+01     1.274440E+01
 y     1.327937E+01     1.289876E+01
 y     1.237159E+01     1.252274E+01
 y     1.293604E+01     1.261370E+01
 y     1.224048E+01     1.208011E+01
 y     1.309191E+01     1.202614E+01
 y     1.359237E+01     1.239633E+01
 y     1.344300E+01     1.339581E+01
 y     1.261154E+01     1.227354E+01
 y     1.247610E+01     1.224908E+01
 y     1.206682E+01     1.205111E+01
 y     1.308984E+01     1.259445E+01
 y     9.642188E+00     1.050322E+01
 y     1.317116E+01     1.215406E+01
 y     1.126448E+01     1.113452E+01
 y     1.169526E+01     1.179914E+01
 y     1.072549E+01     1.164323E+01
 y     1.198294E+01     1.165637E+01
 y     1.291164E+01     1.239606E+01
 y     1.152289E+01     1.154355E+01
 y     1.238840E+01     1.231367E+01
 y     1.291411E+01     1.269754E+01
 y     1.312237E+01     1.231122E+01
 y     1.228304E+01     1.241526E+01
 y     1.187061E+01     1.190034E+01
 y     1.286295E+01     1.283388E+01
 y     1.342985E+01     1.349722E+01
 y     1.226670E+01     1.242286E+01
 y     1.174405E+01     1.189464E+01
 y     1.157120E+01     1.108159E+01
 y     1.328788E+01     1.265771E+01
 y     1.273670E+01     1.250798E+01
 y     1.212758E+01     1.186940E+01
 y     1.194471E+01     1.149290E+01
 y     1.087807E+01     1.169593E+01
 y     1.109591E+01     1.135169E+01
 y     1.301701E+01     1.279206E+01
 y     1.220608E+01     1.198328E+01
 y     1.030899E+01     1.125680E+01
 y     1.264110E+01     1.238148E+01
 y     1.223077E+01     1.226140E+01
 y     1.198231E+01     1.215129E+01
 y     1.188450E+01     1.196947E+01
 y     1.376422E+01     1.411040E+01
 y     1.278409E+01     1.266586E+01
 y     1.293724E+01     1.270266E+01
 y     1.125157E+01     1.116385E+01
 y     1.254255E+01     1.209726E+01
 y     1.180933E+01     1.156897E+01
 y     1.302805E+01     1.282645E+01
 y     1.059666E+01     1.121796E+01
 y     1.319002E+01     1.289166E+01
 y     1.253538E+01     1.256640E+01
 y     1.195441E+01     1.190061E+01
 y     1.271590E+01     1.274142E+01
 y     1.203173E+01     1.109947E+01
 y     1.250618E+01     1.200299E+01
 y     1.014647E+01     1.078437E+01
 y     1.388783E+01     1.364595E+01
 y     1.295985E+01     1.269062E+01
 y     1.295985E+01     1.311929E+01
 y     1.341503E+01     1.340586E+01
 y     1.340000E+01     1.338255E+01
 y     1.220608E+01     1.243783E+01
 y     9.770013E+00     1.085500E+01
 y     1.261154E+01     1.275758E+01
 y     1.002132E+01     1.118438E+01
 y     1.211451E+01     1.186103E+01
 y     1.173608E+01     1.191004E+01
 y     1.241917E+01     1.224090E+01
 y     1.223077E+01     1.224278E+01
 y     1.246844E+01     1.230452E+01
 y     1.169108E+01     1.217525E+01
 y     1.094555E+01     1.094773E+01
 y     1.227374E+01     1.247387E+01
 y     1.071444E+01     1.116353E+01
 y     1.214420E+01     1.152490E+01
 y     1.128352E+01     1.115127E+01
 y     1.293604E+01     1.256874E+01
 y     1.098190E+01     1.086106E+01
 y     1.012947E+01     1.102868E+01
 y     1.280766E+01     1.223223E+01
 y     1.216003E+01     1.215703E+01
 y     1.050693E+01     1.044956E+01
 y     1.262807E+01     1.262315E+01
 y     1.318063E+01     1.299861E+01
 y     1.260820E+01     1.253224E+01
 y     1.338473E+01     1.339526E+01
 y     1.289672E+01     1.274924E+01
 y     1.227840E+01     1.137902E+01
 y     1.241268E+01     1.230217E+01
 y     1.238840E+01     1.252921E+01
 y     1.249501E+01     1.229214E+01
 y     1.112728E+01     1.113577E+01
 y     1.352114E+01     1.305310E+01
 y     1.246072E+01     1.206493E+01
 y     1.320395E+01     1.327662E+01
 y     1.059666E+01     1.157807E+01
 y     1.050191E+01     1.119037E+01
 y     1.011054E+01     1.067756E+01
 y     1.311232E+01     1.290377E+01
 y     1.263623E+01     1.255988E+01
 y     1.266033E+01     1.259091E+01
 y     1.257764E+01     1.275067E+01
 y     1.272636E+01     1.264416E+01
 y     1.364709E+01     1.360013E+01
 y     1.193164E+01     1.190258E+01
 y     1.308154E+01     1.305145E+01
 y     1.151294E+01     1.138081E+01
 y     1.178296E+01     1.143701E+01
 y     1.071444E+01     1.135656E+01
 y     1.318440E+01     1.298619E+01
 y     1.320032E+01     1.306807E+01
 y     1.291164E+01     1.263244E+01
 y     1.178487E+01     1.181175E+01
 y     1.109743E+01     1.163247E+01
 y     1.091511E+01     1.097793E+01
 y     1.301812E+01     1.290760E+01
 y     1.098531E+01     1.148147E+01
 y     1.057134E+01     1.083420E+01
 y     1.181304E+01     1.194749E+01
 y     1.098531E+01     1.146578E+01
 y     1.246844E+01     1.213858E+01
 y     1.292391E+01     1.292501E+01
 y     1.188450E+01     1.189948E+01
 y     1.202576E+01     1.190145E+01
 y     1.266033E+01     1.255468E+01
 y     1.351441E+01     1.316985E+01
 y     1.280656E+01     1.206877E+01
 y     1.070439E+01     1.131125E+01
 y     1.122526E+01     1.112663E+01
 y     1.151294E+01     1.173847E+01
 y     1.098531E+01     1.043169E+01
 y     1.264594E+01     1.272923E+01
 y     1.309191E+01     1.336416E+01
 y     1.283468E+01     1.272729E+01
 y     1.195762E+01     1.140495E+01
 y     1.352783E+01     1.359692E+01
 y     1.434614E+01     1.459322E+01
 y     1.479759E+01     1.412349E+01
 y     1.275130E+01     1.246937E+01
 y     1.401845E+01     1.396219E+01
 y     1.165270E+01     1.153928E+01
 y     1.181304E+01     1.094572E+01
 y     1.183139E+01     1.175686E+01
 y     1.231941E+01     1.231900E+01
 y     1.169526E+01     1.101856E+01
 y     1.079960E+01     1.139477E+01
 y     1.177530E+01     1.193374E+01
 y     1.225962E+01     1.215571E+01
 y     1.150289E+01     1.170160E+01
 y     1.295039E+01     1.282754E+01
 y     1.211451E+01     1.244522E+01
 y     1.315192E+01     1.336610E+01
 y     1.276569E+01     1.265390E+01
 y     1.253178E+01     1.269421E+01
 y     1.217562E+01     1.212139E+01
 y     1.285187E+01     1.248334E+01
 y     1.227840E+01     1.256587E+01
 y     1.195119E+01     1.188511E+01
 y     1.254255E+01     1.244208E+01
 y     1.197667E+01     1.183157E+01
 y     1.188450E+01     1.122630E+01
 y     1.239670E+01     1.264137E+01
 y     1.341876E+01     1.278295E+01
 y     1.130222E+01     1.153546E+01
 y     1.225487E+01     1.252834E+01
 y     1.268386E+01     1.250257E+01
 y     1.258108E+01     1.266731E+01
 y     1.278549E+01     1.282898E+01
 y     1.046313E+01     1.075120E+01
 y     1.269158E+01     1.242290E+01
 y     1.128979E+01     1.229900E+01
 y     1.186359E+01     1.192888E+01
 y     1.191171E+01     1.204147E+01
 y     1.148248E+01     1.195042E+01
 y     1.165573E+01     1.201067E+01
 y     1.212812E+01     1.163818E+01
 y     1.284529E+01     1.263268E+01
 y     1.302805E+01     1.265682E+01
 y     1.270685E+01     1.262462E+01
 y     1.191840E+01     1.200308E+01
 y     1.230139E+01     1.256380E+01
 y     1.286100E+01     1.242985E+01
 y     1.230139E+01     1.241538E+01
 y     1.166135E+01     1.153650E+01
 y     1.120232E+01     1.163264E+01
 y     1.186394E+01     1.125160E+01
 y     1.214394E+01     1.218968E+01
 y     9.615872E+00     1.081713E+01
 y     1.187758E+01     1.195454E+01
 y     1.281855E+01     1.241247E+01
 y     1.191004E+01     1.230555E+01
 y     1.179056E+01     1.151520E+01
 y     1.220107E+01     1.253796E+01
 y     1.317116E+01     1.284378E+01
 y     1.328957E+01     1.335565E+01
 y     1.228304E+01     1.196438E+01
 y     1.181304E+01     1.167595E+01
 y     1.225439E+01     1.241768E+01
 y     1.211177E+01     1.194432E+01
 y     1.198606E+01     1.202565E+01
 y     1.158990E+01     1.142902E+01
 y     1.258622E+01     1.281431E+01
 y     1.240902E+01     1.215309E+01
 y     1.081980E+01     1.143644E+01
 y     1.151294E+01     1.153867E+01
 y     1.254255E+01     1.216987E+01
 y     1.093312E+01     1.145116E+01
 y     1.100212E+01     1.161237E+01
 y     1.142955E+01     1.164894E+01
 y     1.243719E+01     1.200398E+01
 y     1.227840E+01     1.214854E+01
 y     1.254219E+01     1.246424E+01
 y     1.232386E+01     1.222644E+01
 y     1.234475E+01     1.254966E+01
 y     1.267608E+01     1.232624E+01
 y     1.169526E+01     1.146822E+01
 y     1.200702E+01     1.202704E+01
 y     1.207255E+01     1.199114E+01
 y     1.266033E+01     1.257274E+01
 y     1.250618E+01     1.265660E+01
 y     1.318158E+01     1.260452E+01
 y     1.228072E+01     1.211333E+01
 y     1.066898E+01     1.108877E+01
 y     1.215478E+01     1.093347E+01
 y     1.194471E+01     1.201477E+01
 y     1.234148E+01     1.212403E+01
 y     1.223077E+01     1.244109E+01
 y     1.185297E+01     1.126817E+01
 y     1.273376E+01     1.262130E+01
 y     1.307107E+01     1.296387E+01
 y     1.160824E+01     1.182140E+01
 y     1.288917E+01     1.263025E+01
 y     1.135042E+01     1.138778E+01
 y     1.127722E+01     1.131458E+01
 y     1.240902E+01     1.252243E+01
 y     1.207824E+01     1.224359E+01
 y     1.189137E+01     1.224452E+01
 y     1.106665E+01     1.132463E+01
 y     1.261154E+01     1.216535E+01
 y     1.283468E+01     1.287262E+01
 y     1.179155E+01     1.215040E+01
 y     1.225487E+01     1.215441E+01
 y     1.281489E+01     1.261017E+01
 y     1.331711E+01     1.296130E+01
 y     1.360170E+01     1.309599E+01
 y     1.171178E+01     1.178424E+01
 y     1.030902E+01     1.063228E+01
 y     1.257419E+01     1.256088E+01
 y     1.232386E+01     1.234951E+01
 y     1.232386E+01     1.212975E+01
 y     1.320854E+01     1.304991E+01
 y     1.262807E+01     1.274202E+01
 y     1.339544E+01     1.339380E+01
 y     1.275130E+01     1.261665E+01
 y     1.261154E+01     1.217043E+01
 y     1.232386E+01     1.225354E+01
 y     1.218791E+01     1.193652E+01
 y     1.321768E+01     1.302183E+01
 y     1.102681E+01     1.130833E+01
 y     1.195183E+01     1.189114E+01
 y     1.166994E+01     1.143849E+01
 y     1.316638E+01     1.284223E+01
 y     1.272189E+01     1.217748E+01
 y     1.012667E+01     1.105339E+01
 y     1.234584E+01     1.235703E+01
 y     1.348004E+01     1.333146E+01
 y     1.065728E+01     1.130208E+01
 y     1.165270E+01     1.136468E+01
 y     1.265737E+01     1.231217E+01
 y     1.071444E+01     1.107281E+01
 y     1.268231E+01     1.272203E+01
 y     1.342247E+01     1.322349E+01
 y     1.175195E+01     1.193908E+01
 y     1.133858E+01     1.129228E+01
 y     1.141972E+01     1.166626E+01
 y     1.148248E+01     1.168431E+01
 y     1.333586E+01     1.320562E+01
 y     1.321768E+01     1.314212E+01
 y     1.115626E+01     1.141161E+01
 y     1.195119E+01     1.169260E+01
 y     1.076217E+01     1.091236E+01
 y     1.181304E+01     1.140853E+01
 y     1.198294E+01     1.198211E+01
 y     1.140758E+01     1.184206E+01
 y     1.318063E+01     1.308033E+01
 y     1.030565E+01     1.075671E+01
 y     1.115626E+01     1.186923E+01
 y     9.952325E+00     1.104439E+01
 y     1.136791E+01     1.108090E+01
