 train         node      observed        predicted
     y          511    0.127513E+002    0.123835E+002
     y          511    0.132578E+002    0.125907E+002
     y          303    0.128347E+002    0.126406E+002
     y          303    0.117559E+002    0.116538E+002
     y          303    0.123458E+002    0.127833E+002
     y          245    0.943356E+001    0.105723E+002
     y          511    0.120494E+002    0.120429E+002
     y           28    0.104341E+002    0.103530E+002
     y           28    0.111704E+002    0.103530E+002
     y          511    0.123673E+002    0.123762E+002
     y          147    0.133375E+002    0.134883E+002
     y          297    0.127367E+002    0.128086E+002
     y          299    0.124723E+002    0.124555E+002
     y          511    0.125354E+002    0.125461E+002
     y          511    0.130929E+002    0.127778E+002
     y          303    0.124684E+002    0.122667E+002
     y          303    0.120554E+002    0.122667E+002
     y          302    0.119184E+002    0.119666E+002
     y          302    0.108148E+002    0.111009E+002
     y           29    0.109508E+002    0.107446E+002
     y          511    0.131616E+002    0.126064E+002
     y          511    0.126947E+002    0.129319E+002
     y          303    0.123884E+002    0.124277E+002
     y           29    0.101465E+002    0.109037E+002
     y          302    0.117230E+002    0.121985E+002
     y          298    0.122549E+002    0.124703E+002
     y          150    0.104631E+002    0.107621E+002
     y          303    0.124490E+002    0.115615E+002
     y          246    0.125136E+002    0.123724E+002
     y          246    0.124875E+002    0.124598E+002
     y          303    0.118248E+002    0.116259E+002
     y          511    0.121808E+002    0.121255E+002
     y          302    0.119050E+002    0.120913E+002
     y          247    0.122308E+002    0.118996E+002
     y          511    0.129831E+002    0.124120E+002
     y          511    0.121007E+002    0.123150E+002
     y          511    0.110822E+002    0.121215E+002
     y          297    0.128892E+002    0.122430E+002
     y          150    0.971118E+001    0.108525E+002
     y          511    0.134459E+002    0.124571E+002
     y          298    0.120171E+002    0.121920E+002
     y          299    0.111563E+002    0.114570E+002
     y          303    0.125947E+002    0.126263E+002
     y          150    0.114927E+002    0.107845E+002
     y          299    0.108198E+002    0.116541E+002
     y          302    0.123014E+002    0.117085E+002
     y          303    0.122549E+002    0.125039E+002
     y           72    0.128942E+002    0.127991E+002
     y          302    0.119829E+002    0.120944E+002
     y          245    0.117520E+002    0.113410E+002
     y          302    0.115617E+002    0.116290E+002
     y          303    0.121808E+002    0.121461E+002
     y           62    0.119184E+002    0.116670E+002
     y          303    0.101659E+002    0.112933E+002
     y          303    0.123458E+002    0.112933E+002
     y          299    0.115806E+002    0.116545E+002
     y          511    0.137376E+002    0.125676E+002
     y          511    0.124875E+002    0.124603E+002
     y          247    0.120137E+002    0.120058E+002
     y          247    0.119349E+002    0.117454E+002
     y           27    0.128267E+002    0.117343E+002
     y          511    0.128866E+002    0.127346E+002
     y          510    0.123631E+002    0.118824E+002
     y           27    0.114350E+002    0.114078E+002
     y          302    0.120143E+002    0.118816E+002
     y          299    0.124372E+002    0.120035E+002
     y          303    0.943356E+001    0.111048E+002
     y           29    0.104603E+002    0.108795E+002
     y          150    0.108396E+002    0.108513E+002
     y          150    0.116082E+002    0.108573E+002
     y          297    0.124090E+002    0.124613E+002
     y          299    0.127771E+002    0.123627E+002
     y          299    0.125776E+002    0.120752E+002
     y          296    0.121808E+002    0.115525E+002
     y          511    0.117981E+002    0.121933E+002
     y          511    0.115129E+002    0.122235E+002
     y          302    0.119050E+002    0.117481E+002
     y          511    0.123458E+002    0.119368E+002
     y          511    0.127657E+002    0.124424E+002
     y          298    0.125672E+002    0.129355E+002
     y          298    0.131900E+002    0.133606E+002
     y          302    0.101425E+002    0.115449E+002
     y          299    0.114076E+002    0.115104E+002
     y          299    0.127799E+002    0.120616E+002
     y          146    0.150319E+002    0.146675E+002
     y          303    0.127571E+002    0.123201E+002
     y          297    0.122061E+002    0.125224E+002
     y          297    0.126443E+002    0.126715E+002
     y          303    0.128610E+002    0.129996E+002
     y          302    0.122356E+002    0.121219E+002
     y          299    0.117216E+002    0.117654E+002
     y          299    0.122061E+002    0.117654E+002
     y          299    0.122784E+002    0.117729E+002
     y          302    0.126281E+002    0.121030E+002
     y          303    0.121112E+002    0.115963E+002
     y          297    0.119512E+002    0.120639E+002
     y           72    0.129945E+002    0.129814E+002
     y          298    0.118671E+002    0.121722E+002
     y          245    0.123014E+002    0.113179E+002
     y           28    0.111419E+002    0.108604E+002
     y          303    0.120015E+002    0.121246E+002
     y          303    0.133692E+002    0.124488E+002
     y          299    0.124909E+002    0.116302E+002
     y          303    0.126395E+002    0.120770E+002
     y          302    0.118494E+002    0.121487E+002
     y          299    0.107790E+002    0.118076E+002
     y          302    0.124875E+002    0.124260E+002
     y          303    0.123884E+002    0.120766E+002
     y           29    0.990354E+001    0.105299E+002
     y          297    0.130498E+002    0.125482E+002
     y          303    0.124950E+002    0.119591E+002
     y          302    0.117753E+002    0.121089E+002
     y          299    0.123239E+002    0.124104E+002
     y          297    0.114296E+002    0.117360E+002
     y          303    0.132464E+002    0.116420E+002
     y          303    0.123415E+002    0.128739E+002
     y          297    0.139759E+002    0.135534E+002
     y          303    0.116340E+002    0.124045E+002
     y          298    0.122784E+002    0.123356E+002
     y          299    0.136471E+002    0.129630E+002
     y          511    0.119829E+002    0.123093E+002
     y          511    0.116527E+002    0.118471E+002
     y          302    0.120228E+002    0.120055E+002
     y          299    0.125602E+002    0.129642E+002
     y          302    0.124490E+002    0.117925E+002
     y          303    0.107790E+002    0.116490E+002
     y          303    0.124875E+002    0.114856E+002
     y          303    0.116082E+002    0.114856E+002
     y          150    0.122643E+002    0.114928E+002
     y          303    0.128347E+002    0.125219E+002
     y          303    0.128213E+002    0.125219E+002
     y          302    0.122453E+002    0.119208E+002
     y          150    0.110689E+002    0.109042E+002
     y          302    0.100433E+002    0.113491E+002
     y          245    0.119117E+002    0.113153E+002
     y          246    0.120839E+002    0.121526E+002
     y          302    0.110651E+002    0.114917E+002
     y          511    0.119184E+002    0.126486E+002
     y          298    0.131422E+002    0.133688E+002
     y          303    0.127571E+002    0.132110E+002
     y          297    0.123880E+002    0.124167E+002
     y          303    0.125282E+002    0.120050E+002
     y          299    0.133130E+002    0.129312E+002
     y          303    0.121172E+002    0.123730E+002
     y          302    0.110038E+002    0.116384E+002
     y          302    0.102711E+002    0.116079E+002
     y          147    0.134905E+002    0.135762E+002
     y          302    0.102220E+002    0.111758E+002
     y          511    0.119829E+002    0.118060E+002
     y           60    0.101227E+002    0.108935E+002
     y          297    0.122798E+002    0.127664E+002
     y          511    0.127008E+002    0.127615E+002
     y          511    0.128506E+002    0.126604E+002
     y          302    0.119184E+002    0.118453E+002
     y          299    0.117753E+002    0.116162E+002
     y          510    0.122784E+002    0.124249E+002
     y          246    0.120523E+002    0.122206E+002
     y           26    0.126605E+002    0.125293E+002
     y           26    0.126605E+002    0.125293E+002
     y          506    0.112471E+002    0.114394E+002
     y           62    0.122160E+002    0.118726E+002
     y          511    0.130919E+002    0.127424E+002
     y          511    0.111273E+002    0.119933E+002
     y          299    0.124090E+002    0.120090E+002
     y          245    0.108781E+002    0.117191E+002
     y          303    0.125062E+002    0.126366E+002
     y          299    0.123627E+002    0.122612E+002
     y          511    0.131993E+002    0.131465E+002
     y           28    0.107144E+002    0.101444E+002
     y          511    0.129715E+002    0.124439E+002
